Date;26 - Average preset time deposits rate (CDB/RDB) - Financial institutions - % p.d.
01/09/2009;0.0314
02/09/2009;0.0321
03/09/2009;0.0358
04/09/2009;0.0354
08/09/2009;0.0357
09/09/2009;0.0344
10/09/2009;0.0319
11/09/2009;0.0351
14/09/2009;0.0329
15/09/2009;0.0356
16/09/2009;0.0331
17/09/2009;0.0358
18/09/2009;0.0321
21/09/2009;0.0328
22/09/2009;0.0360
23/09/2009;0.0360
24/09/2009;0.0332
25/09/2009;0.0370
28/09/2009;0.0344
29/09/2009;0.0343
30/09/2009;0.0381
01/10/2009;0.0322
02/10/2009;0.0321
05/10/2009;0.0338
06/10/2009;0.0359
07/10/2009;0.0331
08/10/2009;0.0334
09/10/2009;0.0365
13/10/2009;0.0349
14/10/2009;0.0337
15/10/2009;0.0325
16/10/2009;0.0319
19/10/2009;0.0370
20/10/2009;0.0331
21/10/2009;0.0326
22/10/2009;0.0321
23/10/2009;0.0345
26/10/2009;0.0331
27/10/2009;0.0350
28/10/2009;0.0355
29/10/2009;0.0319
30/10/2009;0.0328
03/11/2009;0.0337
04/11/2009;0.0349
05/11/2009;0.0423
06/11/2009;0.0315
09/11/2009;0.0344
10/11/2009;0.0351
11/11/2009;0.0000
12/11/2009;0.0398
13/11/2009;0.0343
16/11/2009;0.0349
17/11/2009;0.0333
18/11/2009;0.0270
19/11/2009;0.0344
20/11/2009;0.0319
23/11/2009;0.0409
24/11/2009;0.0349
25/11/2009;0.0350
26/11/2009;0.0307
27/11/2009;0.0341
30/11/2009;0.0326
01/12/2009;0.0318
02/12/2009;0.0365
03/12/2009;0.0345
04/12/2009;0.0000
07/12/2009;0.0332
08/12/2009;0.0360
09/12/2009;0.0328
10/12/2009;0.0310
11/12/2009;0.0270
14/12/2009;0.0320
15/12/2009;0.0320
16/12/2009;0.0323
17/12/2009;0.0317
18/12/2009;0.0000
21/12/2009;0.0331
22/12/2009;0.0331
23/12/2009;0.0319
24/12/2009;0.0000
28/12/2009;0.0337
29/12/2009;0.0350
30/12/2009;0.0341
31/12/2009;0.0000
04/01/2010;0.0329
05/01/2010;0.0317
06/01/2010;0.0395
07/01/2010;0.0328
08/01/2010;0.0334
11/01/2010;0.0353
12/01/2010;0.0354
13/01/2010;0.0307
14/01/2010;0.0420
15/01/2010;0.0446
18/01/2010;0.0359
19/01/2010;0.0339
20/01/2010;0.0318
21/01/2010;0.0422
22/01/2010;0.0318
25/01/2010;0.0349
26/01/2010;0.0355
27/01/2010;0.0352
28/01/2010;0.0335
29/01/2010;0.0332
01/02/2010;0.0344
02/02/2010;0.0375
03/02/2010;0.0325
04/02/2010;0.0307
05/02/2010;0.0359
08/02/2010;0.0320
09/02/2010;0.0393
10/02/2010;0.0339
11/02/2010;0.0318
12/02/2010;0.0384
17/02/2010;0.0318
18/02/2010;0.0335
19/02/2010;0.0320
22/02/2010;0.0366
23/02/2010;0.0286
24/02/2010;0.0000
25/02/2010;0.0369
26/02/2010;0.0319
01/03/2010;0.0369
02/03/2010;0.0340
03/03/2010;0.0368
04/03/2010;0.0378
05/03/2010;0.0351
08/03/2010;0.0349
09/03/2010;0.0331
10/03/2010;0.0330
11/03/2010;0.0319
12/03/2010;0.0000
15/03/2010;0.0362
16/03/2010;0.0330
17/03/2010;0.0349
18/03/2010;0.0000
19/03/2010;0.0000
22/03/2010;0.0350
23/03/2010;0.0343
24/03/2010;0.0323
25/03/2010;0.0462
26/03/2010;0.0446
29/03/2010;0.0340
30/03/2010;0.0377
31/03/2010;0.0365
01/04/2010;0.0483
05/04/2010;0.0383
06/04/2010;0.0336
07/04/2010;0.0476
08/04/2010;0.0332
09/04/2010;0.0329
12/04/2010;0.0349
13/04/2010;0.0345
14/04/2010;0.0400
15/04/2010;0.0358
16/04/2010;0.0000
19/04/2010;0.0348
20/04/2010;0.0348
22/04/2010;0.0000
23/04/2010;0.0366
26/04/2010;0.0395
27/04/2010;0.0396
28/04/2010;0.0000
29/04/2010;0.0000
30/04/2010;0.0347
03/05/2010;0.0358
04/05/2010;0.0372
05/05/2010;0.0402
06/05/2010;0.0425
07/05/2010;0.0429
10/05/2010;0.0429
11/05/2010;0.0431
12/05/2010;0.0463
13/05/2010;0.0348
14/05/2010;0.0501
17/05/2010;0.0388
18/05/2010;0.0378
19/05/2010;0.0000
20/05/2010;0.0390
21/05/2010;0.0478
24/05/2010;0.0400
25/05/2010;0.0385
26/05/2010;0.0358
27/05/2010;0.0439
28/05/2010;0.0511
31/05/2010;0.0372
01/06/2010;0.0414
02/06/2010;0.0418
04/06/2010;0.0374
07/06/2010;0.0399
08/06/2010;0.0426
09/06/2010;0.0451
10/06/2010;0.0379
11/06/2010;0.0000
14/06/2010;0.0396
15/06/2010;0.0374
16/06/2010;0.0427
17/06/2010;0.0402
18/06/2010;0.0484
21/06/2010;0.0384
22/06/2010;0.0392
23/06/2010;0.0384
24/06/2010;0.0397
25/06/2010;0.0000
28/06/2010;0.0385
29/06/2010;0.0396
30/06/2010;0.0383
01/07/2010;0.0406
02/07/2010;0.0511
05/07/2010;0.0410
06/07/2010;0.0441
07/07/2010;0.0416
08/07/2010;0.0428
09/07/2010;0.0389
12/07/2010;0.0407
13/07/2010;0.0000
14/07/2010;0.0443
15/07/2010;0.0394
16/07/2010;0.0438
19/07/2010;0.0432
20/07/2010;0.0396
21/07/2010;0.0402
22/07/2010;0.0419
23/07/2010;0.0443
26/07/2010;0.0418
27/07/2010;0.0420
28/07/2010;0.0438
29/07/2010;0.0402
30/07/2010;0.0391
02/08/2010;0.0438
03/08/2010;0.0438
04/08/2010;0.0378
05/08/2010;0.0390
06/08/2010;0.0000
09/08/2010;0.0395
10/08/2010;0.0000
11/08/2010;0.0419
12/08/2010;0.0417
13/08/2010;0.0413
16/08/2010;0.0424
17/08/2010;0.0421
18/08/2010;0.0409
19/08/2010;0.0000
20/08/2010;0.0482
23/08/2010;0.0410
24/08/2010;0.0393
25/08/2010;0.0388
26/08/2010;0.0000
27/08/2010;0.0485
30/08/2010;0.0401
31/08/2010;0.0393
01/09/2010;0.0400
02/09/2010;0.0420
03/09/2010;0.0000
06/09/2010;0.0403
08/09/2010;0.0407
09/09/2010;0.0392
10/09/2010;0.0481
13/09/2010;0.0426
14/09/2010;0.0431
15/09/2010;0.0420
16/09/2010;0.0436
17/09/2010;0.0437
20/09/2010;0.0389
21/09/2010;0.0431
22/09/2010;0.0000
23/09/2010;0.0436
24/09/2010;0.0422
27/09/2010;0.0415
28/09/2010;0.0413
29/09/2010;0.0393
30/09/2010;0.0404
01/10/2010;0.0435
04/10/2010;0.0416
05/10/2010;0.0417
06/10/2010;0.0392
07/10/2010;0.0401
08/10/2010;0.0403
11/10/2010;0.0392
13/10/2010;0.0417
14/10/2010;0.0452
15/10/2010;0.0396
18/10/2010;0.0432
19/10/2010;0.0418
20/10/2010;0.0468
21/10/2010;0.0395
22/10/2010;0.0462
25/10/2010;0.0390
26/10/2010;0.0414
27/10/2010;0.0000
28/10/2010;0.0000
29/10/2010;0.0402
01/11/2010;0.0421
03/11/2010;0.0410
04/11/2010;0.0417
05/11/2010;0.0390
08/11/2010;0.0416
09/11/2010;0.0403
10/11/2010;0.0411
11/11/2010;0.0410
12/11/2010;0.0493
16/11/2010;0.0424
17/11/2010;0.0445
18/11/2010;0.0437
19/11/2010;0.0440
22/11/2010;0.0433
23/11/2010;0.0451
24/11/2010;0.0397
25/11/2010;0.0394
26/11/2010;0.0484
29/11/2010;0.0444
30/11/2010;0.0439
01/12/2010;0.0000
02/12/2010;0.0496
03/12/2010;0.0484
06/12/2010;0.0431
07/12/2010;0.0447
08/12/2010;0.0371
09/12/2010;0.0443
10/12/2010;0.0513
13/12/2010;0.0397
14/12/2010;0.0436
15/12/2010;0.0414
16/12/2010;0.0439
17/12/2010;0.0499
20/12/2010;0.0428
21/12/2010;0.0446
22/12/2010;0.0395
23/12/2010;0.0000
24/12/2010;0.0000
27/12/2010;0.0399
28/12/2010;0.0000
29/12/2010;0.0405
30/12/2010;0.0000
31/12/2010;0.0000
03/01/2011;0.0409
04/01/2011;0.0473
05/01/2011;0.0404
06/01/2011;0.0487
07/01/2011;0.0486
10/01/2011;0.0415
11/01/2011;0.0000
12/01/2011;0.0426
13/01/2011;0.0463
14/01/2011;0.0000
17/01/2011;0.0430
18/01/2011;0.0458
19/01/2011;0.0455
20/01/2011;0.0464
21/01/2011;0.0492
24/01/2011;0.0443
25/01/2011;0.0000
26/01/2011;0.0422
27/01/2011;0.0483
28/01/2011;0.0469
31/01/2011;0.0446
01/02/2011;0.0508
02/02/2011;0.0436
03/02/2011;0.0000
04/02/2011;0.0467
07/02/2011;0.0468
08/02/2011;0.0481
09/02/2011;0.0413
10/02/2011;0.0000
11/02/2011;0.0000
14/02/2011;0.0455
15/02/2011;0.0490
16/02/2011;0.0416
17/02/2011;0.0464
18/02/2011;0.0474
21/02/2011;0.0458
22/02/2011;0.0498
23/02/2011;0.0480
24/02/2011;0.0432
25/02/2011;0.0429
28/02/2011;0.0443
01/03/2011;0.0437
02/03/2011;0.0428
03/03/2011;0.0000
04/03/2011;0.0536
09/03/2011;0.0476
10/03/2011;0.0440
11/03/2011;0.0430
14/03/2011;0.0432
15/03/2011;0.0441
16/03/2011;0.0525
17/03/2011;0.0492
18/03/2011;0.0430
21/03/2011;0.0429
22/03/2011;0.0431
23/03/2011;0.0477
24/03/2011;0.0486
25/03/2011;0.0490
28/03/2011;0.0455
29/03/2011;0.0493
30/03/2011;0.0523
31/03/2011;0.0430
01/04/2011;0.0000
04/04/2011;0.0477
05/04/2011;0.0485
06/04/2011;0.0541
07/04/2011;0.0000
08/04/2011;0.0000
11/04/2011;0.0463
12/04/2011;0.0492
13/04/2011;0.0463
14/04/2011;0.0000
15/04/2011;0.0489
18/04/2011;0.0437
19/04/2011;0.0000
20/04/2011;0.0458
25/04/2011;0.0501
26/04/2011;0.0490
27/04/2011;0.0467
28/04/2011;0.0499
29/04/2011;0.0430
02/05/2011;0.0449
03/05/2011;0.0408
04/05/2011;0.0443
05/05/2011;0.0000
06/05/2011;0.0000
09/05/2011;0.0450
10/05/2011;0.0479
11/05/2011;0.0549
12/05/2011;0.0467
13/05/2011;0.0479
16/05/2011;0.0465
17/05/2011;0.0452
18/05/2011;0.0441
19/05/2011;0.0451
20/05/2011;0.0000
23/05/2011;0.0474
24/05/2011;0.0538
25/05/2011;0.0445
26/05/2011;0.0457
27/05/2011;0.0443
30/05/2011;0.0493
31/05/2011;0.0494
01/06/2011;0.0447
02/06/2011;0.0494
03/06/2011;0.0482
06/06/2011;0.0467
07/06/2011;0.0499
08/06/2011;0.0491
09/06/2011;0.0518
10/06/2011;0.0548
13/06/2011;0.0447
14/06/2011;0.0466
15/06/2011;0.0470
16/06/2011;0.0498
17/06/2011;0.0480
20/06/2011;0.0467
21/06/2011;0.0000
22/06/2011;0.0509
24/06/2011;0.0547
27/06/2011;0.0451
28/06/2011;0.0461
29/06/2011;0.0501
30/06/2011;0.0488
01/07/2011;0.0450
04/07/2011;0.0475
05/07/2011;0.0507
06/07/2011;0.0558
07/07/2011;0.0548
08/07/2011;0.0560
11/07/2011;0.0457
12/07/2011;0.0000
13/07/2011;0.0560
14/07/2011;0.0493
15/07/2011;0.0000
18/07/2011;0.0449
19/07/2011;0.0517
20/07/2011;0.0493
21/07/2011;0.0481
22/07/2011;0.0495
25/07/2011;0.0477
26/07/2011;0.0481
27/07/2011;0.0459
28/07/2011;0.0469
29/07/2011;0.0000
01/08/2011;0.0456
02/08/2011;0.0480
03/08/2011;0.0488
04/08/2011;0.0511
05/08/2011;0.0000
08/08/2011;0.0505
09/08/2011;0.0511
10/08/2011;0.0465
11/08/2011;0.0506
12/08/2011;0.0505
15/08/2011;0.0487
16/08/2011;0.0471
17/08/2011;0.0459
18/08/2011;0.0000
19/08/2011;0.0000
22/08/2011;0.0446
23/08/2011;0.0507
24/08/2011;0.0509
25/08/2011;0.0388
26/08/2011;0.0474
29/08/2011;0.0458
30/08/2011;0.0421
31/08/2011;0.0456
01/09/2011;0.0000
02/09/2011;0.0474
05/09/2011;0.0459
06/09/2011;0.0498
08/09/2011;0.0478
09/09/2011;0.0481
12/09/2011;0.0438
13/09/2011;0.0415
14/09/2011;0.0000
15/09/2011;0.0455
16/09/2011;0.0438
19/09/2011;0.0426
20/09/2011;0.0484
21/09/2011;0.0484
22/09/2011;0.0435
23/09/2011;0.0525
26/09/2011;0.0399
27/09/2011;0.0000
28/09/2011;0.0529
29/09/2011;0.0442
30/09/2011;0.0428
03/10/2011;0.0426
04/10/2011;0.0467
05/10/2011;0.0466
06/10/2011;0.0444
07/10/2011;0.0000
10/10/2011;0.0443
11/10/2011;0.0000
13/10/2011;0.0425
14/10/2011;0.0454
17/10/2011;0.0448
18/10/2011;0.0462
19/10/2011;0.0385
20/10/2011;0.0460
21/10/2011;0.0461
24/10/2011;0.0409
25/10/2011;0.0449
26/10/2011;0.0450
27/10/2011;0.0433
28/10/2011;0.0434
31/10/2011;0.0429
01/11/2011;0.0428
03/11/2011;0.0428
04/11/2011;0.0500
07/11/2011;0.0455
08/11/2011;0.0450
09/11/2011;0.0487
10/11/2011;0.0422
11/11/2011;0.0000
14/11/2011;0.0416
16/11/2011;0.0414
17/11/2011;0.0497
18/11/2011;0.0469
21/11/2011;0.0412
22/11/2011;0.0459
23/11/2011;0.0434
24/11/2011;0.0407
25/11/2011;0.0405
28/11/2011;0.0403
29/11/2011;0.0393
30/11/2011;0.0403
01/12/2011;0.0406
02/12/2011;0.0000
05/12/2011;0.0394
06/12/2011;0.0407
07/12/2011;0.0427
08/12/2011;0.0000
09/12/2011;0.0455
12/12/2011;0.0454
13/12/2011;0.0396
14/12/2011;0.0403
15/12/2011;0.0409
16/12/2011;0.0406
19/12/2011;0.0407
20/12/2011;0.0415
21/12/2011;0.0407
22/12/2011;0.0000
23/12/2011;0.0410
26/12/2011;0.0365
27/12/2011;0.0412
28/12/2011;0.0429
29/12/2011;0.0432
30/12/2011;0.0000
02/01/2012;0.0403
03/01/2012;0.0356
04/01/2012;0.0429
05/01/2012;0.0432
06/01/2012;0.0000
09/01/2012;0.0423
10/01/2012;0.0424
11/01/2012;0.0404
12/01/2012;0.0495
13/01/2012;0.0000
16/01/2012;0.0363
17/01/2012;0.0402
18/01/2012;0.0400
19/01/2012;0.0000
20/01/2012;0.0350
23/01/2012;0.0387
24/01/2012;0.0571
25/01/2012;0.0000
26/01/2012;0.0435
27/01/2012;0.0000
30/01/2012;0.0358
31/01/2012;0.0410
01/02/2012;0.0361
02/02/2012;0.0443
03/02/2012;0.0000
06/02/2012;0.0343
07/02/2012;0.0414
08/02/2012;0.0409
09/02/2012;0.0373
10/02/2012;0.0371
13/02/2012;0.0385
14/02/2012;0.0426
15/02/2012;0.0000
16/02/2012;0.0343
17/02/2012;0.0000
22/02/2012;0.0000
23/02/2012;0.0384
24/02/2012;0.0000
27/02/2012;0.0380
28/02/2012;0.0383
29/02/2012;0.0423
01/03/2012;0.0388
02/03/2012;0.0350
05/03/2012;0.0375
06/03/2012;0.0000
07/03/2012;0.0361
08/03/2012;0.0367
09/03/2012;0.0000
12/03/2012;0.0369
13/03/2012;0.0363
14/03/2012;0.0000
15/03/2012;0.0367
16/03/2012;0.0362
19/03/2012;0.0359
20/03/2012;0.0379
21/03/2012;0.0407
22/03/2012;0.0000
23/03/2012;0.0000
26/03/2012;0.0365
27/03/2012;0.0000
28/03/2012;0.0379
29/03/2012;0.0371
30/03/2012;0.0369
02/04/2012;0.0350
03/04/2012;0.0000
04/04/2012;0.0354
05/04/2012;0.0397
09/04/2012;0.0347
10/04/2012;0.0000
11/04/2012;0.0359
12/04/2012;0.0000
13/04/2012;0.0000
16/04/2012;0.0340
17/04/2012;0.0355
18/04/2012;0.0339
19/04/2012;0.0336
20/04/2012;0.0000
23/04/2012;0.0338
24/04/2012;0.0000
25/04/2012;0.0391
26/04/2012;0.0347
27/04/2012;0.0000
30/04/2012;0.0331
02/05/2012;0.0354
03/05/2012;0.0338
04/05/2012;0.0000
07/05/2012;0.0327
08/05/2012;0.0000
09/05/2012;0.0363
10/05/2012;0.0334
11/05/2012;0.0000
14/05/2012;0.0320
15/05/2012;0.0312
16/05/2012;0.0359
17/05/2012;0.0359
18/05/2012;0.0000
21/05/2012;0.0320
22/05/2012;0.0320
23/05/2012;0.0385
24/05/2012;0.0000
25/05/2012;0.0323
28/05/2012;0.0320
29/05/2012;0.0000
30/05/2012;0.0375
31/05/2012;0.0331
01/06/2012;0.0000
04/06/2012;0.0313
05/06/2012;0.0000
06/06/2012;0.0348
08/06/2012;0.0000
11/06/2012;0.0310
12/06/2012;0.0336
13/06/2012;0.0329
14/06/2012;0.0354
15/06/2012;0.0000
18/06/2012;0.0334
19/06/2012;0.0000
20/06/2012;0.0334
21/06/2012;0.0332
22/06/2012;0.0338
25/06/2012;0.0309
26/06/2012;0.0000
27/06/2012;0.0000
28/06/2012;0.0312
29/06/2012;0.0000
02/07/2012;0.0308
03/07/2012;0.0348
04/07/2012;0.0322
05/07/2012;0.0315
06/07/2012;0.0000
09/07/2012;0.0000
10/07/2012;0.0306
11/07/2012;0.0000
12/07/2012;0.0307
13/07/2012;0.0000
16/07/2012;0.0302
17/07/2012;0.0000
18/07/2012;0.0359
19/07/2012;0.0000
20/07/2012;0.0000
23/07/2012;0.0314
24/07/2012;0.0000
25/07/2012;0.0299
26/07/2012;0.0264
27/07/2012;0.0357
30/07/2012;0.0300
31/07/2012;0.0000
01/08/2012;0.0000
02/08/2012;0.0333
03/08/2012;0.0000
06/08/2012;0.0294
07/08/2012;0.0000
08/08/2012;0.0000
09/08/2012;0.0338
10/08/2012;0.0000
13/08/2012;0.0307
14/08/2012;0.0295
15/08/2012;0.0290
16/08/2012;0.0000
17/08/2012;0.0000
20/08/2012;0.0287
21/08/2012;0.0000
22/08/2012;0.0312
23/08/2012;0.0310
24/08/2012;0.0270
27/08/2012;0.0288
28/08/2012;0.0365
29/08/2012;0.0306
30/08/2012;0.0307
31/08/2012;0.0305
03/09/2012;0.0283
04/09/2012;0.0310
05/09/2012;0.0000
06/09/2012;0.0291
10/09/2012;0.0283
11/09/2012;0.0000
12/09/2012;0.0000
13/09/2012;0.0300
14/09/2012;0.0336
17/09/2012;0.0283
18/09/2012;0.0000
19/09/2012;0.0000
20/09/2012;0.0000
21/09/2012;0.0000
24/09/2012;0.0282
25/09/2012;0.0000
26/09/2012;0.0346
27/09/2012;0.0000
28/09/2012;0.0000
01/10/2012;0.0284
02/10/2012;0.0000
03/10/2012;0.0000
04/10/2012;0.0287
05/10/2012;0.0000
08/10/2012;0.0295
09/10/2012;0.0000
10/10/2012;0.0000
11/10/2012;0.0000
15/10/2012;0.0276
16/10/2012;0.0289
17/10/2012;0.0269
18/10/2012;0.0000
19/10/2012;0.0000
22/10/2012;0.0276
23/10/2012;0.0240
24/10/2012;0.0275
25/10/2012;0.0297
26/10/2012;0.0000
29/10/2012;0.0333
30/10/2012;0.0000
31/10/2012;0.0298
01/11/2012;0.0269
05/11/2012;0.0277
06/11/2012;0.0000
07/11/2012;0.0000
08/11/2012;0.0295
09/11/2012;0.0000
12/11/2012;0.0277
13/11/2012;0.0000
14/11/2012;0.0000
16/11/2012;0.0283
19/11/2012;0.0285
20/11/2012;0.0000
21/11/2012;0.0297
22/11/2012;0.0300
23/11/2012;0.0000
26/11/2012;0.0274
27/11/2012;0.0303
28/11/2012;0.0000
29/11/2012;0.0000
30/11/2012;0.0000
03/12/2012;0.0276
04/12/2012;0.0000
05/12/2012;0.0000
06/12/2012;0.0281
07/12/2012;0.0349
10/12/2012;0.0334
11/12/2012;0.0000
12/12/2012;0.0000
13/12/2012;0.0000
14/12/2012;0.0272
17/12/2012;0.0275
18/12/2012;0.0298
19/12/2012;0.0269
20/12/2012;0.0000
21/12/2012;0.0000
24/12/2012;0.0000
26/12/2012;0.0273
27/12/2012;0.0293
28/12/2012;0.0000
31/12/2012;0.0000
02/01/2013;0.0276
03/01/2013;0.0269
04/01/2013;0.0000
07/01/2013;0.0293
08/01/2013;0.0000
09/01/2013;0.0000
10/01/2013;0.0278
11/01/2013;0.0000
14/01/2013;0.0307
15/01/2013;0.0357
16/01/2013;0.0000
17/01/2013;0.0302
18/01/2013;0.0280
21/01/2013;0.0272
22/01/2013;0.0000
23/01/2013;0.0000
24/01/2013;0.0371
25/01/2013;0.0000
28/01/2013;0.0270
29/01/2013;0.0000
30/01/2013;0.0000
31/01/2013;0.0000
01/02/2013;0.0000
04/02/2013;0.0272
05/02/2013;0.0303
06/02/2013;0.0000
07/02/2013;0.0281
08/02/2013;0.0000
13/02/2013;0.0000
14/02/2013;0.0000
15/02/2013;0.0000
18/02/2013;0.0302
19/02/2013;0.0302
20/02/2013;0.0269
21/02/2013;0.0304
22/02/2013;0.0000
25/02/2013;0.0275
26/02/2013;0.0000
27/02/2013;0.0283
28/02/2013;0.0000
01/03/2013;0.0000
04/03/2013;0.0274
05/03/2013;0.0000
06/03/2013;0.0283
07/03/2013;0.0269
08/03/2013;0.0000
11/03/2013;0.0272
12/03/2013;0.0000
13/03/2013;0.0000
14/03/2013;0.0310
15/03/2013;0.0000
18/03/2013;0.0370
19/03/2013;0.0000
20/03/2013;0.0389
21/03/2013;0.0000
22/03/2013;0.0281
25/03/2013;0.0273
26/03/2013;0.0000
27/03/2013;0.0000
28/03/2013;0.0302
01/04/2013;0.0274
02/04/2013;0.0000
03/04/2013;0.0385
04/04/2013;0.0371
05/04/2013;0.0000
08/04/2013;0.0271
09/04/2013;0.0000
10/04/2013;0.0000
11/04/2013;0.0291
12/04/2013;0.0000
15/04/2013;0.0282
16/04/2013;0.0000
17/04/2013;0.0305
18/04/2013;0.0000
19/04/2013;0.0000
22/04/2013;0.0280
23/04/2013;0.0403
24/04/2013;0.0272
25/04/2013;0.0339
26/04/2013;0.0000
29/04/2013;0.0281
30/04/2013;0.0000
02/05/2013;0.0299
03/05/2013;0.0373
06/05/2013;0.0287
07/05/2013;0.0000
08/05/2013;0.0298
09/05/2013;0.0276
10/05/2013;0.0326
13/05/2013;0.0286
14/05/2013;0.0000
15/05/2013;0.0000
16/05/2013;0.0301
17/05/2013;0.0000
20/05/2013;0.0292
21/05/2013;0.0000
22/05/2013;0.0000
23/05/2013;0.0000
24/05/2013;0.0306
27/05/2013;0.0290
28/05/2013;0.0000
29/05/2013;0.0419
31/05/2013;0.0000
03/06/2013;0.0299
04/06/2013;0.0440
05/06/2013;0.0000
06/06/2013;0.0000
07/06/2013;0.0000
10/06/2013;0.0369
11/06/2013;0.0000
12/06/2013;0.0000
13/06/2013;0.0000
14/06/2013;0.0418
17/06/2013;0.0363
18/06/2013;0.0000
19/06/2013;0.0485
20/06/2013;0.0000
21/06/2013;0.0483
24/06/2013;0.0308
25/06/2013;0.0356
26/06/2013;0.0313
27/06/2013;0.0384
28/06/2013;0.0425
01/07/2013;0.0307
02/07/2013;0.0000
03/07/2013;0.0449
04/07/2013;0.0328
05/07/2013;0.0430
08/07/2013;0.0311
09/07/2013;0.0000
10/07/2013;0.0331
11/07/2013;0.0410
12/07/2013;0.0000
15/07/2013;0.0315
16/07/2013;0.0333
17/07/2013;0.0462
18/07/2013;0.0331
19/07/2013;0.0000
22/07/2013;0.0315
23/07/2013;0.0000
24/07/2013;0.0000
25/07/2013;0.0000
26/07/2013;0.0333
29/07/2013;0.0323
30/07/2013;0.0000
31/07/2013;0.0000
01/08/2013;0.0427
02/08/2013;0.0427
05/08/2013;0.0354
06/08/2013;0.0432
07/08/2013;0.0427
08/08/2013;0.0431
09/08/2013;0.0000
12/08/2013;0.0347
13/08/2013;0.0423
14/08/2013;0.0000
15/08/2013;0.0344
16/08/2013;0.0000
19/08/2013;0.0329
20/08/2013;0.0000
21/08/2013;0.0436
22/08/2013;0.0416
23/08/2013;0.0453
26/08/2013;0.0396
27/08/2013;0.0000
28/08/2013;0.0444
29/08/2013;0.0000
30/08/2013;0.0000
02/09/2013;0.0332
03/09/2013;0.0460
04/09/2013;0.0462
05/09/2013;0.0356
06/09/2013;0.0000
09/09/2013;0.0367
10/09/2013;0.0459
11/09/2013;0.0357
12/09/2013;0.0412
13/09/2013;0.0460
16/09/2013;0.0339
17/09/2013;0.0000
18/09/2013;0.0000
19/09/2013;0.0357
20/09/2013;0.0000
23/09/2013;0.0340
24/09/2013;0.0385
25/09/2013;0.0000
26/09/2013;0.0000
27/09/2013;0.0361
30/09/2013;0.0344
01/10/2013;0.0450
02/10/2013;0.0000
03/10/2013;0.0446
04/10/2013;0.0000
07/10/2013;0.0404
08/10/2013;0.0000
09/10/2013;0.0000
10/10/2013;0.0000
11/10/2013;0.0000
14/10/2013;0.0375
15/10/2013;0.0452
16/10/2013;0.0000
17/10/2013;0.0387
18/10/2013;0.0463
21/10/2013;0.0423
22/10/2013;0.0000
23/10/2013;0.0460
24/10/2013;0.0461
25/10/2013;0.0481
28/10/2013;0.0436
29/10/2013;0.0479
30/10/2013;0.0367
31/10/2013;0.0457
01/11/2013;0.0462
04/11/2013;0.0364
05/11/2013;0.0470
06/11/2013;0.0000
07/11/2013;0.0385
08/11/2013;0.0000
11/11/2013;0.0368
12/11/2013;0.0471
13/11/2013;0.0387
14/11/2013;0.0396
18/11/2013;0.0399
19/11/2013;0.0000
20/11/2013;0.0000
21/11/2013;0.0387
22/11/2013;0.0480
25/11/2013;0.0413
26/11/2013;0.0473
27/11/2013;0.0000
28/11/2013;0.0000
29/11/2013;0.0479
02/12/2013;0.0372
03/12/2013;0.0000
04/12/2013;0.0000
05/12/2013;0.0000
06/12/2013;0.0000
09/12/2013;0.0386
10/12/2013;0.0522
11/12/2013;0.0528
12/12/2013;0.0000
13/12/2013;0.0000
16/12/2013;0.0484
17/12/2013;0.0000
18/12/2013;0.0523
19/12/2013;0.0475
20/12/2013;0.0000
23/12/2013;0.0418
24/12/2013;0.0000
26/12/2013;0.0534
27/12/2013;0.0507
30/12/2013;0.0375
31/12/2013;0.0000
02/01/2014;0.0000
03/01/2014;0.0531
06/01/2014;0.0382
07/01/2014;0.0370
08/01/2014;0.0532
09/01/2014;0.0000
10/01/2014;0.0479
13/01/2014;0.0409
14/01/2014;0.0536
15/01/2014;0.0489
16/01/2014;0.0541
17/01/2014;0.0000
20/01/2014;0.0394
21/01/2014;0.0473
22/01/2014;0.0488
23/01/2014;0.0474
24/01/2014;0.0474
27/01/2014;0.0455
28/01/2014;0.0473
29/01/2014;0.0473
30/01/2014;0.0473
31/01/2014;0.0503
03/02/2014;0.0453
04/02/2014;0.0491
05/02/2014;0.0473
06/02/2014;0.0491
07/02/2014;0.0498
10/02/2014;0.0486
11/02/2014;0.0473
12/02/2014;0.0482
13/02/2014;0.0511
14/02/2014;0.0480
17/02/2014;0.0459
18/02/2014;0.0473
19/02/2014;0.0487
20/02/2014;0.0388
21/02/2014;0.0473
24/02/2014;0.0460
25/02/2014;0.0475
26/02/2014;0.0473
27/02/2014;0.0473
28/02/2014;0.0452
05/03/2014;0.0473
06/03/2014;0.0496
07/03/2014;0.0473
10/03/2014;0.0463
11/03/2014;0.0476
12/03/2014;0.0498
13/03/2014;0.0483
14/03/2014;0.0473
17/03/2014;0.0480
18/03/2014;0.0504
19/03/2014;0.0503
20/03/2014;0.0480
21/03/2014;0.0473
24/03/2014;0.0456
25/03/2014;0.0485
26/03/2014;0.0470
27/03/2014;0.0474
28/03/2014;0.0460
31/03/2014;0.0434
01/04/2014;0.0506
02/04/2014;0.0473
03/04/2014;0.0507
04/04/2014;0.0480
07/04/2014;0.0443
08/04/2014;0.0473
09/04/2014;0.0524
10/04/2014;0.0473
11/04/2014;0.0473
14/04/2014;0.0431
15/04/2014;0.0473
16/04/2014;0.0497
